"","avg_cloud_cover_4","avg_cloud_cover_8","avg_cloud_cover_10","date","rain","year","month","day"
"13100",NA,NA,NA,1986-01-12,0,1986,1,12
"13101",NA,NA,NA,1986-01-11,0,1986,1,11
"13102",NA,NA,NA,1986-01-10,4.2,1986,1,10
"13103",NA,NA,NA,1986-01-09,6,1986,1,9
"13104",NA,NA,NA,1986-01-08,3.4,1986,1,8
"13105",NA,NA,NA,1986-01-07,0,1986,1,7
"13106",NA,NA,NA,1986-01-06,5.5,1986,1,6
"13107",NA,NA,NA,1986-01-05,12.5,1986,1,5
"13108",NA,NA,NA,1986-01-04,0,1986,1,4
"13109",NA,NA,NA,1986-01-03,1.6,1986,1,3
"13110",NA,NA,NA,1986-01-02,7.4,1986,1,2
"13111",NA,NA,NA,1986-01-01,18,1986,1,1
"13112",NA,NA,NA,1985-12-31,4.4,1985,12,31
"13113",NA,NA,NA,1985-12-30,0,1985,12,30
"13114",NA,NA,NA,1985-12-29,2.4,1985,12,29
"13115",NA,NA,NA,1985-12-28,0,1985,12,28
"13116",NA,NA,NA,1985-12-27,0,1985,12,27
"13117",NA,NA,NA,1985-12-26,0,1985,12,26
"13118",NA,NA,NA,1985-12-25,0,1985,12,25
"13119",NA,NA,NA,1985-12-24,0,1985,12,24
"13120",NA,NA,NA,1985-12-23,0,1985,12,23
"13121",NA,NA,NA,1985-12-22,0.2,1985,12,22
"13122",NA,NA,NA,1985-12-21,0,1985,12,21
"13123",NA,NA,NA,1985-12-20,0,1985,12,20
"13124",NA,NA,NA,1985-12-19,0,1985,12,19
"13125",NA,NA,NA,1985-12-18,0,1985,12,18
"13126",NA,NA,NA,1985-12-17,0,1985,12,17
"13127",NA,NA,NA,1985-12-16,0.2,1985,12,16
"13128",NA,NA,NA,1985-12-15,4.8,1985,12,15
"13129",NA,NA,NA,1985-12-14,1.2,1985,12,14
"13130",NA,NA,NA,1985-12-13,0,1985,12,13
"13131",NA,NA,NA,1985-12-12,0,1985,12,12
"13132",NA,NA,NA,1985-12-11,0,1985,12,11
"13133",NA,NA,NA,1985-12-10,0,1985,12,10
"13134",NA,NA,NA,1985-12-09,0,1985,12,9
"13135",NA,NA,NA,1985-12-08,0,1985,12,8
"13136",NA,NA,NA,1985-12-07,19.6,1985,12,7
"13137",NA,NA,NA,1985-12-06,0,1985,12,6
"13138",NA,NA,NA,1985-12-05,4.2,1985,12,5
"13139",NA,NA,NA,1985-12-04,6,1985,12,4
"13140",NA,NA,NA,1985-12-03,0.8,1985,12,3
"13141",NA,NA,NA,1985-12-02,0,1985,12,2
"13142",NA,NA,NA,1985-12-01,0,1985,12,1
"13143",NA,NA,NA,1985-11-30,0,1985,11,30
"13144",NA,NA,NA,1985-11-29,0,1985,11,29
"13145",NA,NA,NA,1985-11-28,0,1985,11,28
"13146",NA,NA,NA,1985-11-27,0,1985,11,27
"13147",NA,NA,NA,1985-11-26,0,1985,11,26
"13148",NA,NA,NA,1985-11-25,0,1985,11,25
"13149",NA,NA,NA,1985-11-24,0,1985,11,24
"13150",NA,NA,NA,1985-11-23,0,1985,11,23
"13151",NA,NA,NA,1985-11-22,0,1985,11,22
"13152",NA,NA,NA,1985-11-21,0,1985,11,21
"13153",NA,NA,NA,1985-11-20,0,1985,11,20
"13154",NA,NA,NA,1985-11-19,0,1985,11,19
"13155",NA,NA,NA,1985-11-18,0,1985,11,18
"13156",NA,NA,NA,1985-11-17,0.2,1985,11,17
"13157",NA,NA,NA,1985-11-16,0,1985,11,16
"13158",NA,NA,NA,1985-11-15,10.4,1985,11,15
"13159",NA,NA,NA,1985-11-14,0,1985,11,14
"13160",NA,NA,NA,1985-11-13,0,1985,11,13
"13161",NA,NA,NA,1985-11-12,0,1985,11,12
"13162",NA,NA,NA,1985-11-11,0,1985,11,11
"13163",NA,NA,NA,1985-11-10,0,1985,11,10
"13164",NA,NA,NA,1985-11-09,2.8,1985,11,9
"13165",NA,NA,NA,1985-11-08,2,1985,11,8
"13166",NA,NA,NA,1985-11-07,1.6,1985,11,7
"13167",NA,NA,NA,1985-11-06,4.2,1985,11,6
"13168",NA,NA,NA,1985-11-05,11,1985,11,5
"13169",NA,NA,NA,1985-11-04,0,1985,11,4
"13170",NA,NA,NA,1985-11-03,3.6,1985,11,3
"13171",NA,NA,NA,1985-11-02,8,1985,11,2
"13172",NA,NA,NA,1985-11-01,30.7,1985,11,1
"13173",NA,NA,NA,1985-10-31,13,1985,10,31
"13174",NA,NA,NA,1985-10-30,7,1985,10,30
"13175",NA,NA,NA,1985-10-29,0.2,1985,10,29
"13176",NA,NA,NA,1985-10-28,1.2,1985,10,28
"13177",NA,NA,NA,1985-10-27,31.6,1985,10,27
"13178",NA,NA,NA,1985-10-26,16.6,1985,10,26
"13179",NA,NA,NA,1985-10-25,4.2,1985,10,25
"13180",NA,NA,NA,1985-10-24,15.8,1985,10,24
"13181",NA,NA,NA,1985-10-23,1.4,1985,10,23
"13182",NA,NA,NA,1985-10-22,2.6,1985,10,22
"13183",NA,NA,NA,1985-10-21,12,1985,10,21
"13184",NA,NA,NA,1985-10-20,12.2,1985,10,20
"13185",NA,NA,NA,1985-10-19,11.4,1985,10,19
"13186",NA,NA,NA,1985-10-18,7.4,1985,10,18
"13187",NA,NA,NA,1985-10-17,3.6,1985,10,17
"13188",NA,NA,NA,1985-10-16,3.6,1985,10,16
"13189",NA,NA,NA,1985-10-15,7,1985,10,15
"13190",NA,NA,NA,1985-10-14,12.7,1985,10,14
"13191",NA,NA,NA,1985-10-13,9.6,1985,10,13
"13192",NA,NA,NA,1985-10-12,0.2,1985,10,12
"13193",NA,NA,NA,1985-10-11,4.2,1985,10,11
"13194",NA,NA,NA,1985-10-10,19.2,1985,10,10
"13195",NA,NA,NA,1985-10-09,0.7,1985,10,9
"13196",NA,NA,NA,1985-10-08,0,1985,10,8
"13197",NA,NA,NA,1985-10-07,0,1985,10,7
"13198",NA,NA,NA,1985-10-06,1.4,1985,10,6
"13199",NA,NA,NA,1985-10-05,0,1985,10,5
"13200",NA,NA,NA,1985-10-04,0,1985,10,4
"13201",NA,NA,NA,1985-10-03,0,1985,10,3
"13202",NA,NA,NA,1985-10-02,0.8,1985,10,2
"13203",NA,NA,NA,1985-10-01,2,1985,10,1
"13204",NA,NA,NA,1985-09-30,0,1985,9,30
"13205",NA,NA,NA,1985-09-29,0,1985,9,29
"13206",NA,NA,NA,1985-09-28,0,1985,9,28
"13207",NA,NA,NA,1985-09-27,0,1985,9,27
"13208",NA,NA,NA,1985-09-26,0,1985,9,26
"13209",NA,NA,NA,1985-09-25,0,1985,9,25
"13210",NA,NA,NA,1985-09-24,0,1985,9,24
"13211",NA,NA,NA,1985-09-23,0,1985,9,23
"13212",NA,NA,NA,1985-09-22,0,1985,9,22
"13213",NA,NA,NA,1985-09-21,0,1985,9,21
"13214",NA,NA,NA,1985-09-20,0.6,1985,9,20
"13215",NA,NA,NA,1985-09-19,0,1985,9,19
"13216",NA,NA,NA,1985-09-18,0,1985,9,18
"13217",NA,NA,NA,1985-09-17,1.3,1985,9,17
"13218",NA,NA,NA,1985-09-16,12,1985,9,16
"13219",NA,NA,NA,1985-09-15,0.2,1985,9,15
"13220",NA,NA,NA,1985-09-14,2.6,1985,9,14
"13221",NA,NA,NA,1985-09-13,7.4,1985,9,13
"13222",NA,NA,NA,1985-09-12,0,1985,9,12
"13223",NA,NA,NA,1985-09-11,0,1985,9,11
"13224",NA,NA,NA,1985-09-10,0,1985,9,10
"13225",NA,NA,NA,1985-09-09,1.2,1985,9,9
"13226",NA,NA,NA,1985-09-08,1.2,1985,9,8
"13227",NA,NA,NA,1985-09-07,1,1985,9,7
"13228",NA,NA,NA,1985-09-06,24.2,1985,9,6
"13229",NA,NA,NA,1985-09-05,6,1985,9,5
"13230",NA,NA,NA,1985-09-04,1.4,1985,9,4
"13231",NA,NA,NA,1985-09-03,0,1985,9,3
"13232",NA,NA,NA,1985-09-02,0,1985,9,2
"13233",NA,NA,NA,1985-09-01,0,1985,9,1
"13234",NA,NA,NA,1985-08-31,0.6,1985,8,31
"13235",NA,NA,NA,1985-08-30,7.2,1985,8,30
"13236",NA,NA,NA,1985-08-29,0,1985,8,29
"13237",NA,NA,NA,1985-08-28,0,1985,8,28
"13238",NA,NA,NA,1985-08-27,0,1985,8,27
"13239",NA,NA,NA,1985-08-26,0,1985,8,26
"13240",NA,NA,NA,1985-08-25,0,1985,8,25
"13241",NA,NA,NA,1985-08-24,0,1985,8,24
"13242",NA,NA,NA,1985-08-23,0,1985,8,23
"13243",NA,NA,NA,1985-08-22,0,1985,8,22
"13244",NA,NA,NA,1985-08-21,0,1985,8,21
"13245",NA,NA,NA,1985-08-20,0,1985,8,20
"13246",NA,NA,NA,1985-08-19,0,1985,8,19
"13247",NA,NA,NA,1985-08-18,0,1985,8,18
"13248",NA,NA,NA,1985-08-17,0,1985,8,17
"13249",NA,NA,NA,1985-08-16,0,1985,8,16
"13250",NA,NA,NA,1985-08-15,0,1985,8,15
"13251",NA,NA,NA,1985-08-14,0,1985,8,14
"13252",NA,NA,NA,1985-08-13,0,1985,8,13
"13253",NA,NA,NA,1985-08-12,0,1985,8,12
"13254",NA,NA,NA,1985-08-11,0,1985,8,11
"13255",NA,NA,NA,1985-08-10,0,1985,8,10
"13256",NA,NA,NA,1985-08-09,4.4,1985,8,9
"13257",NA,NA,NA,1985-08-08,1.1,1985,8,8
"13258",NA,NA,NA,1985-08-07,10.8,1985,8,7
"13259",NA,NA,NA,1985-08-06,0,1985,8,6
"13260",NA,NA,NA,1985-08-05,0,1985,8,5
"13261",NA,NA,NA,1985-08-04,0,1985,8,4
"13262",NA,NA,NA,1985-08-03,0,1985,8,3
"13263",NA,NA,NA,1985-08-02,0.2,1985,8,2
"13264",NA,NA,NA,1985-08-01,7.2,1985,8,1
"13265",NA,NA,NA,1985-07-31,0,1985,7,31
"13266",NA,NA,NA,1985-07-30,0,1985,7,30
"13267",NA,NA,NA,1985-07-29,0,1985,7,29
"13268",NA,NA,NA,1985-07-28,0,1985,7,28
"13269",NA,NA,NA,1985-07-27,0,1985,7,27
"13270",NA,NA,NA,1985-07-26,0,1985,7,26
"13271",NA,NA,NA,1985-07-25,0,1985,7,25
"13272",NA,NA,NA,1985-07-24,0,1985,7,24
"13273",NA,NA,NA,1985-07-23,0,1985,7,23
"13274",NA,NA,NA,1985-07-22,0,1985,7,22
"13275",NA,NA,NA,1985-07-21,0,1985,7,21
"13276",NA,NA,NA,1985-07-20,0,1985,7,20
"13277",NA,NA,NA,1985-07-19,0,1985,7,19
"13278",NA,NA,NA,1985-07-18,0,1985,7,18
"13279",NA,NA,NA,1985-07-17,0,1985,7,17
"13280",NA,NA,NA,1985-07-16,0,1985,7,16
"13281",NA,NA,NA,1985-07-15,0,1985,7,15
"13282",NA,NA,NA,1985-07-14,0,1985,7,14
"13283",NA,NA,NA,1985-07-13,0,1985,7,13
"13284",NA,NA,NA,1985-07-12,0,1985,7,12
"13285",NA,NA,NA,1985-07-11,0,1985,7,11
"13286",NA,NA,NA,1985-07-10,0,1985,7,10
"13287",NA,NA,NA,1985-07-09,0,1985,7,9
"13288",NA,NA,NA,1985-07-08,0,1985,7,8
"13289",NA,NA,NA,1985-07-07,0,1985,7,7
"13290",NA,NA,NA,1985-07-06,0,1985,7,6
"13291",NA,NA,NA,1985-07-05,0,1985,7,5
"13292",NA,NA,NA,1985-07-04,0,1985,7,4
"13293",NA,NA,NA,1985-07-03,0,1985,7,3
"13294",NA,NA,NA,1985-07-02,0,1985,7,2
"13295",NA,NA,NA,1985-07-01,0,1985,7,1
"13296",NA,NA,NA,1985-06-30,0,1985,6,30
"13297",NA,NA,NA,1985-06-29,0.8,1985,6,29
"13298",NA,NA,NA,1985-06-28,0,1985,6,28
"13299",NA,NA,NA,1985-06-27,0,1985,6,27
"13300",NA,NA,NA,1985-06-26,0,1985,6,26
"13301",NA,NA,NA,1985-06-25,0,1985,6,25
"13302",NA,NA,NA,1985-06-24,0,1985,6,24
"13303",NA,NA,NA,1985-06-23,0,1985,6,23
"13304",NA,NA,NA,1985-06-22,0,1985,6,22
"13305",NA,NA,NA,1985-06-21,0,1985,6,21
"13306",NA,NA,NA,1985-06-20,0,1985,6,20
"13307",NA,NA,NA,1985-06-19,0,1985,6,19
"13308",NA,NA,NA,1985-06-18,0,1985,6,18
"13309",NA,NA,NA,1985-06-17,0,1985,6,17
"13310",NA,NA,NA,1985-06-16,0,1985,6,16
"13311",NA,NA,NA,1985-06-15,0,1985,6,15
"13312",NA,NA,NA,1985-06-14,5,1985,6,14
"13313",NA,NA,NA,1985-06-13,2.2,1985,6,13
"13314",NA,NA,NA,1985-06-12,1,1985,6,12
"13315",NA,NA,NA,1985-06-11,0,1985,6,11
"13316",NA,NA,NA,1985-06-10,0,1985,6,10
"13317",NA,NA,NA,1985-06-09,0,1985,6,9
"13318",NA,NA,NA,1985-06-08,0,1985,6,8
"13319",NA,NA,NA,1985-06-07,12.4,1985,6,7
"13320",NA,NA,NA,1985-06-06,1.2,1985,6,6
"13321",NA,NA,NA,1985-06-05,2,1985,6,5
"13322",NA,NA,NA,1985-06-04,3.2,1985,6,4
"13323",NA,NA,NA,1985-06-03,4,1985,6,3
"13324",NA,NA,NA,1985-06-02,0,1985,6,2
"13325",NA,NA,NA,1985-06-01,0,1985,6,1
"13326",NA,NA,NA,1985-05-31,0,1985,5,31
"13327",NA,NA,NA,1985-05-30,2.8,1985,5,30
"13328",NA,NA,NA,1985-05-29,17.6,1985,5,29
"13329",NA,NA,NA,1985-05-28,0,1985,5,28
"13330",NA,NA,NA,1985-05-27,0,1985,5,27
"13331",NA,NA,NA,1985-05-26,0,1985,5,26
"13332",NA,NA,NA,1985-05-25,0,1985,5,25
"13333",NA,NA,NA,1985-05-24,0.4,1985,5,24
"13334",NA,NA,NA,1985-05-23,2.8,1985,5,23
"13335",NA,NA,NA,1985-05-22,0,1985,5,22
"13336",NA,NA,NA,1985-05-21,0,1985,5,21
"13337",NA,NA,NA,1985-05-20,0,1985,5,20
"13338",NA,NA,NA,1985-05-19,0,1985,5,19
"13339",NA,NA,NA,1985-05-18,0,1985,5,18
"13340",NA,NA,NA,1985-05-17,0,1985,5,17
"13341",NA,NA,NA,1985-05-16,0,1985,5,16
"13342",NA,NA,NA,1985-05-15,0,1985,5,15
"13343",NA,NA,NA,1985-05-14,4.8,1985,5,14
"13344",NA,NA,NA,1985-05-13,4.7,1985,5,13
"13345",NA,NA,NA,1985-05-12,0,1985,5,12
"13346",NA,NA,NA,1985-05-11,0,1985,5,11
"13347",NA,NA,NA,1985-05-10,2.2,1985,5,10
"13348",NA,NA,NA,1985-05-09,0,1985,5,9
"13349",NA,NA,NA,1985-05-08,3,1985,5,8
"13350",NA,NA,NA,1985-05-07,0,1985,5,7
"13351",NA,NA,NA,1985-05-06,2.6,1985,5,6
"13352",NA,NA,NA,1985-05-05,0,1985,5,5
"13353",NA,NA,NA,1985-05-04,0.2,1985,5,4
"13354",NA,NA,NA,1985-05-03,0,1985,5,3
"13355",NA,NA,NA,1985-05-02,3,1985,5,2
"13356",NA,NA,NA,1985-05-01,0,1985,5,1
"13357",NA,NA,NA,1985-04-30,0,1985,4,30
"13358",NA,NA,NA,1985-04-29,0,1985,4,29
"13359",NA,NA,NA,1985-04-28,1.2,1985,4,28
"13360",NA,NA,NA,1985-04-27,14.6,1985,4,27
"13361",NA,NA,NA,1985-04-26,22.2,1985,4,26
"13362",NA,NA,NA,1985-04-25,0,1985,4,25
"13363",NA,NA,NA,1985-04-24,0,1985,4,24
"13364",NA,NA,NA,1985-04-23,8.2,1985,4,23
"13365",NA,NA,NA,1985-04-22,11.8,1985,4,22
"13366",NA,NA,NA,1985-04-21,0,1985,4,21
"13367",NA,NA,NA,1985-04-20,1.6,1985,4,20
"13368",NA,NA,NA,1985-04-19,0,1985,4,19
"13369",NA,NA,NA,1985-04-18,1.2,1985,4,18
"13370",NA,NA,NA,1985-04-17,0.4,1985,4,17
"13371",NA,NA,NA,1985-04-16,0,1985,4,16
"13372",NA,NA,NA,1985-04-15,0,1985,4,15
"13373",NA,NA,NA,1985-04-14,0.4,1985,4,14
"13374",NA,NA,NA,1985-04-13,7.8,1985,4,13
"13375",NA,NA,NA,1985-04-12,0,1985,4,12
"13376",NA,NA,NA,1985-04-11,4,1985,4,11
"13377",NA,NA,NA,1985-04-10,0,1985,4,10
"13378",NA,NA,NA,1985-04-09,0,1985,4,9
"13379",NA,NA,NA,1985-04-08,0,1985,4,8
"13380",NA,NA,NA,1985-04-07,0,1985,4,7
"13381",NA,NA,NA,1985-04-06,0,1985,4,6
"13382",NA,NA,NA,1985-04-05,0,1985,4,5
"13383",NA,NA,NA,1985-04-04,0.6,1985,4,4
"13384",NA,NA,NA,1985-04-03,1.4,1985,4,3
"13385",NA,NA,NA,1985-04-02,5.2,1985,4,2
"13386",NA,NA,NA,1985-04-01,0,1985,4,1
"13387",NA,NA,NA,1985-03-31,9,1985,3,31
"13388",NA,NA,NA,1985-03-30,13.8,1985,3,30
"13389",NA,NA,NA,1985-03-29,8.4,1985,3,29
"13390",NA,NA,NA,1985-03-28,0,1985,3,28
"13391",NA,NA,NA,1985-03-27,3.2,1985,3,27
"13392",NA,NA,NA,1985-03-26,1.2,1985,3,26
"13393",NA,NA,NA,1985-03-25,3.4,1985,3,25
"13394",NA,NA,NA,1985-03-24,7.2,1985,3,24
"13395",NA,NA,NA,1985-03-23,17.2,1985,3,23
"13396",NA,NA,NA,1985-03-22,13.6,1985,3,22
"13397",NA,NA,NA,1985-03-21,0.3,1985,3,21
"13398",NA,NA,NA,1985-03-20,3.4,1985,3,20
"13399",NA,NA,NA,1985-03-19,1.8,1985,3,19
"13400",NA,NA,NA,1985-03-18,0,1985,3,18
"13401",NA,NA,NA,1985-03-17,0,1985,3,17
"13402",NA,NA,NA,1985-03-16,0,1985,3,16
"13403",NA,NA,NA,1985-03-15,0,1985,3,15
"13404",NA,NA,NA,1985-03-14,0,1985,3,14
"13405",NA,NA,NA,1985-03-13,0,1985,3,13
"13406",NA,NA,NA,1985-03-12,0,1985,3,12
"13407",NA,NA,NA,1985-03-11,0,1985,3,11
"13408",NA,NA,NA,1985-03-10,0,1985,3,10
"13409",NA,NA,NA,1985-03-09,0,1985,3,9
"13410",NA,NA,NA,1985-03-08,0,1985,3,8
"13411",NA,NA,NA,1985-03-07,0,1985,3,7
"13412",NA,NA,NA,1985-03-06,0,1985,3,6
"13413",NA,NA,NA,1985-03-05,2.6,1985,3,5
"13414",NA,NA,NA,1985-03-04,8.2,1985,3,4
"13415",NA,NA,NA,1985-03-03,5.4,1985,3,3
"13416",NA,NA,NA,1985-03-02,0,1985,3,2
"13417",NA,NA,NA,1985-03-01,0.4,1985,3,1
"13418",NA,NA,NA,1985-02-28,0.6,1985,2,28
"13419",NA,NA,NA,1985-02-27,0,1985,2,27
"13420",NA,NA,NA,1985-02-26,0,1985,2,26
"13421",NA,NA,NA,1985-02-25,0,1985,2,25
"13422",NA,NA,NA,1985-02-24,3,1985,2,24
"13423",NA,NA,NA,1985-02-23,0.4,1985,2,23
"13424",NA,NA,NA,1985-02-22,0,1985,2,22
"13425",NA,NA,NA,1985-02-21,15,1985,2,21
"13426",NA,NA,NA,1985-02-20,0,1985,2,20
"13427",NA,NA,NA,1985-02-19,16,1985,2,19
"13428",NA,NA,NA,1985-02-18,0,1985,2,18
"13429",NA,NA,NA,1985-02-17,0,1985,2,17
"13430",NA,NA,NA,1985-02-16,0,1985,2,16
"13431",NA,NA,NA,1985-02-15,0,1985,2,15
"13432",NA,NA,NA,1985-02-14,4,1985,2,14
"13433",NA,NA,NA,1985-02-13,0,1985,2,13
"13434",NA,NA,NA,1985-02-12,0,1985,2,12
"13435",NA,NA,NA,1985-02-11,23,1985,2,11
"13436",NA,NA,NA,1985-02-10,2.2,1985,2,10
"13437",NA,NA,NA,1985-02-09,0,1985,2,9
"13438",NA,NA,NA,1985-02-08,0,1985,2,8
"13439",NA,NA,NA,1985-02-07,0,1985,2,7
"13440",NA,NA,NA,1985-02-06,9.6,1985,2,6
"13441",NA,NA,NA,1985-02-05,0.4,1985,2,5
"13442",NA,NA,NA,1985-02-04,0.4,1985,2,4
"13443",NA,NA,NA,1985-02-03,0,1985,2,3
"13444",NA,NA,NA,1985-02-02,0,1985,2,2
"13445",NA,NA,NA,1985-02-01,0,1985,2,1
"13446",NA,NA,NA,1985-01-31,0,1985,1,31
"13447",NA,NA,NA,1985-01-30,0,1985,1,30
"13448",NA,NA,NA,1985-01-29,0,1985,1,29
"13449",NA,NA,NA,1985-01-28,0.4,1985,1,28
"13450",NA,NA,NA,1985-01-27,0.4,1985,1,27
"13451",NA,NA,NA,1985-01-26,0,1985,1,26
"13452",NA,NA,NA,1985-01-25,0,1985,1,25
"13453",NA,NA,NA,1985-01-24,0,1985,1,24
"13454",NA,NA,NA,1985-01-23,0,1985,1,23
"13455",NA,NA,NA,1985-01-22,0,1985,1,22
"13456",NA,NA,NA,1985-01-21,0,1985,1,21
"13457",NA,NA,NA,1985-01-20,0.4,1985,1,20
"13458",NA,NA,NA,1985-01-19,10,1985,1,19
"13459",NA,NA,NA,1985-01-18,2,1985,1,18
"13460",NA,NA,NA,1985-01-17,8,1985,1,17
"13461",NA,NA,NA,1985-01-16,0,1985,1,16
"13462",NA,NA,NA,1985-01-15,0,1985,1,15
"13463",NA,NA,NA,1985-01-14,5.8,1985,1,14
"13464",NA,NA,NA,1985-01-13,0,1985,1,13
"13465",NA,NA,NA,1985-01-12,0,1985,1,12
"13466",NA,NA,NA,1985-01-11,0,1985,1,11
"13467",NA,NA,NA,1985-01-10,0,1985,1,10
"13468",NA,NA,NA,1985-01-09,0,1985,1,9
"13469",NA,NA,NA,1985-01-08,0,1985,1,8
"13470",NA,NA,NA,1985-01-07,0,1985,1,7
"13471",NA,NA,NA,1985-01-06,0,1985,1,6
"13472",NA,NA,NA,1985-01-05,0.2,1985,1,5
"13473",NA,NA,NA,1985-01-04,0.2,1985,1,4
"13474",NA,NA,NA,1985-01-03,0,1985,1,3
"13475",NA,NA,NA,1985-01-02,0,1985,1,2
"13476",NA,NA,NA,1985-01-01,0,1985,1,1
"13477",NA,NA,NA,1984-12-31,0,1984,12,31
"13478",NA,NA,NA,1984-12-30,0,1984,12,30
"13479",NA,NA,NA,1984-12-29,0,1984,12,29
"13480",NA,NA,NA,1984-12-28,0,1984,12,28
"13481",NA,NA,NA,1984-12-27,0,1984,12,27
"13482",NA,NA,NA,1984-12-26,2.4,1984,12,26
"13483",NA,NA,NA,1984-12-25,0.2,1984,12,25
"13484",NA,NA,NA,1984-12-24,0.6,1984,12,24
"13485",NA,NA,NA,1984-12-23,0.2,1984,12,23
"13486",NA,NA,NA,1984-12-22,0.2,1984,12,22
"13487",NA,NA,NA,1984-12-21,6.2,1984,12,21
"13488",NA,NA,NA,1984-12-20,0,1984,12,20
"13489",NA,NA,NA,1984-12-19,0,1984,12,19
"13490",NA,NA,NA,1984-12-18,0,1984,12,18
"13491",NA,NA,NA,1984-12-17,0,1984,12,17
"13492",NA,NA,NA,1984-12-16,0,1984,12,16
"13493",NA,NA,NA,1984-12-15,1.7,1984,12,15
"13494",NA,NA,NA,1984-12-14,23.6,1984,12,14
"13495",NA,NA,NA,1984-12-13,22.1,1984,12,13
"13496",NA,NA,NA,1984-12-12,9,1984,12,12
"13497",NA,NA,NA,1984-12-11,23.5,1984,12,11
"13498",NA,NA,NA,1984-12-10,0.2,1984,12,10
"13499",NA,NA,NA,1984-12-09,3.6,1984,12,9
"13500",NA,NA,NA,1984-12-08,5.4,1984,12,8
"13501",NA,NA,NA,1984-12-07,34.8,1984,12,7
"13502",NA,NA,NA,1984-12-06,5.4,1984,12,6
"13503",NA,NA,NA,1984-12-05,0,1984,12,5
"13504",NA,NA,NA,1984-12-04,0,1984,12,4
"13505",NA,NA,NA,1984-12-03,0,1984,12,3
"13506",NA,NA,NA,1984-12-02,0,1984,12,2
"13507",NA,NA,NA,1984-12-01,0,1984,12,1
"13508",NA,NA,NA,1984-11-30,0.8,1984,11,30
"13509",NA,NA,NA,1984-11-29,20.5,1984,11,29
"13510",NA,NA,NA,1984-11-28,10.2,1984,11,28
"13511",NA,NA,NA,1984-11-27,36.9,1984,11,27
"13512",NA,NA,NA,1984-11-26,1.6,1984,11,26
"13513",NA,NA,NA,1984-11-25,5.8,1984,11,25
"13514",NA,NA,NA,1984-11-24,7.6,1984,11,24
"13515",NA,NA,NA,1984-11-23,28.6,1984,11,23
"13516",NA,NA,NA,1984-11-22,2.4,1984,11,22
"13517",NA,NA,NA,1984-11-21,0,1984,11,21
"13518",NA,NA,NA,1984-11-20,0.2,1984,11,20
"13519",NA,NA,NA,1984-11-19,8.2,1984,11,19
"13520",NA,NA,NA,1984-11-18,1.2,1984,11,18
"13521",NA,NA,NA,1984-11-17,6.4,1984,11,17
"13522",NA,NA,NA,1984-11-16,0,1984,11,16
"13523",NA,NA,NA,1984-11-15,0,1984,11,15
"13524",NA,NA,NA,1984-11-14,0,1984,11,14
"13525",NA,NA,NA,1984-11-13,1.8,1984,11,13
"13526",NA,NA,NA,1984-11-12,13.8,1984,11,12
"13527",NA,NA,NA,1984-11-11,0.2,1984,11,11
"13528",NA,NA,NA,1984-11-10,18.8,1984,11,10
"13529",NA,NA,NA,1984-11-09,0,1984,11,9
"13530",NA,NA,NA,1984-11-08,13.6,1984,11,8
"13531",NA,NA,NA,1984-11-07,3.1,1984,11,7
"13532",NA,NA,NA,1984-11-06,4.9,1984,11,6
"13533",NA,NA,NA,1984-11-05,0,1984,11,5
"13534",NA,NA,NA,1984-11-04,4.3,1984,11,4
"13535",NA,NA,NA,1984-11-03,1.7,1984,11,3
"13536",NA,NA,NA,1984-11-02,21.4,1984,11,2
"13537",NA,NA,NA,1984-11-01,21,1984,11,1
"13538",NA,NA,NA,1984-10-31,0,1984,10,31
"13539",NA,NA,NA,1984-10-30,0.8,1984,10,30
"13540",NA,NA,NA,1984-10-29,0,1984,10,29
"13541",NA,NA,NA,1984-10-28,0.2,1984,10,28
"13542",NA,NA,NA,1984-10-27,6.4,1984,10,27
"13543",NA,NA,NA,1984-10-26,17.4,1984,10,26
"13544",NA,NA,NA,1984-10-25,9.8,1984,10,25
"13545",NA,NA,NA,1984-10-24,1.8,1984,10,24
"13546",NA,NA,NA,1984-10-23,6.4,1984,10,23
"13547",NA,NA,NA,1984-10-22,0,1984,10,22
"13548",NA,NA,NA,1984-10-21,0,1984,10,21
"13549",NA,NA,NA,1984-10-20,0,1984,10,20
"13550",NA,NA,NA,1984-10-19,0,1984,10,19
"13551",NA,NA,NA,1984-10-18,0,1984,10,18
"13552",NA,NA,NA,1984-10-17,0,1984,10,17
"13553",NA,NA,NA,1984-10-16,0,1984,10,16
"13554",NA,NA,NA,1984-10-15,0,1984,10,15
"13555",NA,NA,NA,1984-10-14,0.2,1984,10,14
"13556",NA,NA,NA,1984-10-13,0.6,1984,10,13
"13557",NA,NA,NA,1984-10-12,5.8,1984,10,12
"13558",NA,NA,NA,1984-10-11,0.5,1984,10,11
"13559",NA,NA,NA,1984-10-10,15.5,1984,10,10
"13560",NA,NA,NA,1984-10-09,6.7,1984,10,9
"13561",NA,NA,NA,1984-10-08,19,1984,10,8
"13562",NA,NA,NA,1984-10-07,30.6,1984,10,7
"13563",NA,NA,NA,1984-10-06,2.4,1984,10,6
"13564",NA,NA,NA,1984-10-05,0,1984,10,5
"13565",NA,NA,NA,1984-10-04,5.4,1984,10,4
"13566",NA,NA,NA,1984-10-03,0,1984,10,3
"13567",NA,NA,NA,1984-10-02,0,1984,10,2
"13568",NA,NA,NA,1984-10-01,0,1984,10,1
